date,hour,count
2019/2/18,18,11540
2019/2/18,19,10011
2019/2/18,20,8427
2019/2/18,21,7424
2019/2/18,22,6472
2019/2/18,23,3635
2019/2/19,0,2067
2019/2/19,1,1181
2019/2/19,2,653
2019/2/19,3,486
2019/2/19,4,531
2019/2/19,5,1571
2019/2/19,6,4882
2019/2/19,7,8208
2019/2/19,8,10849
2019/2/19,9,10796
2019/2/19,10,9931
2019/2/19,11,9846
2019/2/19,12,10173
2019/2/19,13,10069
2019/2/19,14,10687
2019/2/19,15,10412
2019/2/19,16,9638
2019/2/19,17,11472
2019/2/19,18,13500
2019/2/19,19,12355
2019/2/19,20,11539
2019/2/19,21,11204
2019/2/19,22,8801
2019/2/19,23,5032
2019/2/20,0,2879
2019/2/20,1,1598
2019/2/20,2,1000
2019/2/20,3,607
2019/2/20,4,592
2019/2/20,5,1569
2019/2/20,6,4972
2019/2/20,7,9235
2019/2/20,8,11233
2019/2/20,9,10865
2019/2/20,10,9701
2019/2/20,11,10556
2019/2/20,12,10911
2019/2/20,13,9668
2019/2/20,14,9843
2019/2/20,15,10079
2019/2/20,16,9356
2019/2/20,17,11380
2019/2/20,18,13340
2019/2/20,19,12691
2019/2/20,20,11969
2019/2/20,21,12013
2019/2/20,22,10482
2019/2/20,23,7012
2019/2/21,0,3313
2019/2/21,1,1732
2019/2/21,2,961
2019/2/21,3,593
2019/2/21,4,629
2019/2/21,5,1619
2019/2/21,6,4999
2019/2/21,7,9427
2019/2/21,8,11306
2019/2/21,9,10844
2019/2/21,10,9596
2019/2/21,11,9464
2019/2/21,12,9810
2019/2/21,13,9906
2019/2/21,14,10693
2019/2/21,15,10895
2019/2/21,16,9767
2019/2/21,17,11859
2019/2/21,18,14111
2019/2/21,19,13296
2019/2/21,20,12635
2019/2/21,21,12824
2019/2/21,22,11517
2019/2/21,23,8375
2019/2/22,0,5036
2019/2/22,1,3206
2019/2/22,2,1832
2019/2/22,3,1153
2019/2/22,4,969
2019/2/22,5,1488
2019/2/22,6,4765
2019/2/22,7,8841
2019/2/22,8,10655
2019/2/22,9,10315
2019/2/22,10,9676
2019/2/22,11,9675
2019/2/22,12,10105
2019/2/22,13,10083
2019/2/22,14,11275
2019/2/22,15,11437
2019/2/22,16,10456
2019/2/22,17,12782
2019/2/22,18,15030
2019/2/22,19,14456
2019/2/22,20,11968
2019/2/22,21,11674
2019/2/22,22,12417
2019/2/22,23,11010
2019/2/23,0,9141
2019/2/23,1,7475
2019/2/23,2,5931
2019/2/23,3,3916
2019/2/23,4,2089
2019/2/23,5,991
2019/2/23,6,1788
2019/2/23,7,2830
2019/2/23,8,5102
2019/2/23,9,7415
2019/2/23,10,8970
2019/2/23,11,10100
2019/2/23,12,11436
2019/2/23,13,11535
2019/2/23,14,10907
2019/2/23,15,11492
2019/2/23,16,11333
2019/2/23,17,11898
2019/2/23,18,12942
2019/2/23,19,13162
2019/2/23,20,10409
2019/2/23,21,10254
2019/2/23,22,11901
2019/2/23,23,11378
2019/2/24,0,10006
2019/2/24,1,8992
2019/2/24,2,7138
2019/2/24,3,4798
2019/2/24,4,2414
2019/2/24,5,836
2019/2/24,6,1302
2019/2/24,7,2304
2019/2/24,8,4069
2019/2/24,9,5673
2019/2/24,10,7547
2019/2/24,11,8785
2019/2/24,12,9850
2019/2/24,13,9811
2019/2/24,14,9931
2019/2/24,15,9205
2019/2/24,16,9146
2019/2/24,17,9401
2019/2/24,18,9392
2019/2/24,19,8031
2019/2/24,20,6242
2019/2/24,21,5584
2019/2/24,22,4715
2019/2/24,23,4671
2019/2/25,0,1896
2019/2/25,1,1046
2019/2/25,2,686
2019/2/25,3,486
2019/2/25,4,619
2019/2/25,5,1639
2019/2/25,6,5304
2019/2/25,7,9785
2019/2/25,8,11901
2019/2/25,9,10564
2019/2/25,10,9209
2019/2/25,11,8951
2019/2/25,12,9257
2019/2/25,13,9071
2019/2/25,14,9953
2019/2/25,15,10980
2019/2/25,16,10133
2019/2/25,17,12269
2019/2/25,18,14109
2019/2/25,19,12643
2019/2/25,20,11308
2019/2/25,21,10017
2019/2/25,22,8368
2019/2/25,23,4428
2019/2/26,0,2502
2019/2/26,1,1357
2019/2/26,2,782
2019/2/26,3,502
2019/2/26,4,683
2019/2/26,5,1693
2019/2/26,6,5231
2019/2/26,7,10279
2019/2/26,8,12962
2019/2/26,9,11667
2019/2/26,10,10447
2019/2/26,11,10699
2019/2/26,12,10243
2019/2/26,13,10105
2019/2/26,14,11262
2019/2/26,15,11673
2019/2/26,16,10765
2019/2/26,17,13230
2019/2/26,18,15528
2019/2/26,19,14201
2019/2/26,20,13321
2019/2/26,21,13377
2019/2/26,22,10917
2019/2/26,23,6155
2019/2/27,0,3278
2019/2/27,1,1769
2019/2/27,2,1037
2019/2/27,3,680
2019/2/27,4,649
2019/2/27,5,1633
2019/2/27,6,5421
2019/2/27,7,10604
2019/2/27,8,13085
2019/2/27,9,11859
2019/2/27,10,10475
2019/2/27,11,10531
2019/2/27,12,10666
2019/2/27,13,10630
2019/2/27,14,11550
2019/2/27,15,12145
2019/2/27,16,11191
2019/2/27,17,13486
2019/2/27,18,15550
2019/2/27,19,14254
2019/2/27,20,13512
2019/2/27,21,13017
2019/2/27,22,11341
2019/2/27,23,6893
2019/2/28,0,3744
2019/2/28,1,2114
2019/2/28,2,1255
2019/2/28,3,770
2019/2/28,4,750
2019/2/28,5,1746
2019/2/28,6,5417
2019/2/28,7,10746
2019/2/28,8,12502
2019/2/28,9,11773
2019/2/28,10,10684
2019/2/28,11,10393
2019/2/28,12,10657
2019/2/28,13,10342
2019/2/28,14,11624
2019/2/28,15,12102
2019/2/28,16,10958
2019/2/28,17,13626
2019/2/28,18,15844
2019/2/28,19,15262
2019/2/28,20,14226
2019/2/28,21,14277
2019/2/28,22,12508
2019/2/28,23,9826
2019/3/1,0,5709
2019/3/1,1,3382
2019/3/1,2,2021
2019/3/1,3,1364
2019/3/1,4,1070
2019/3/1,5,1797
2019/3/1,6,5687
2019/3/1,7,10550
2019/3/1,8,12591
2019/3/1,9,11323
2019/3/1,10,9855
2019/3/1,11,9969
2019/3/1,12,10361
2019/3/1,13,10238
2019/3/1,14,11793
2019/3/1,15,11770
2019/3/1,16,11032
2019/3/1,17,13379
2019/3/1,18,15516
2019/3/1,19,15413
2019/3/1,20,12472
2019/3/1,21,11900
2019/3/1,22,12289
2019/3/1,23,11023
2019/3/2,0,9455
2019/3/2,1,7613
2019/3/2,2,5858
2019/3/2,3,3819
2019/3/2,4,1990
2019/3/2,5,932
2019/3/2,6,1826
2019/3/2,7,3030
2019/3/2,8,4972
2019/3/2,9,7412
2019/3/2,10,8987
2019/3/2,11,10080
2019/3/2,12,11443
2019/3/2,13,11248
2019/3/2,14,10364
2019/3/2,15,10671
2019/3/2,16,11270
2019/3/2,17,12252
2019/3/2,18,13247
2019/3/2,19,13468
2019/3/2,20,9787
2019/3/2,21,9744
2019/3/2,22,11791
2019/3/2,23,11767
2019/3/3,0,10147
2019/3/3,1,8788
2019/3/3,2,7133
2019/3/3,3,4963
2019/3/3,4,2450
2019/3/3,5,947
2019/3/3,6,1408
2019/3/3,7,2255
2019/3/3,8,3885
2019/3/3,9,5931
2019/3/3,10,8323
2019/3/3,11,9680
2019/3/3,12,10543
2019/3/3,13,10718
2019/3/3,14,10823
2019/3/3,15,10745
2019/3/3,16,10873
2019/3/3,17,11789
2019/3/3,18,11156
2019/3/3,19,8909
2019/3/3,20,7081
2019/3/3,21,5998
2019/3/3,22,4613
2019/3/3,23,2814
2019/3/4,0,1741
2019/3/4,1,1048
2019/3/4,2,665
2019/3/4,3,462
2019/3/4,4,518
2019/3/4,5,1417
2019/3/4,6,4452
2019/3/4,7,6597
2019/3/4,8,8375
2019/3/4,9,8976
2019/3/4,10,8333
2019/3/4,11,8124
2019/3/4,12,8249
2019/3/4,13,8771
2019/3/4,14,9213
2019/3/4,15,9361
2019/3/4,16,9135
2019/3/4,17,10999
2019/3/4,18,13108
2019/3/4,19,11532
2019/3/4,20,10069
2019/3/4,21,9267
2019/3/4,22,7327
2019/3/4,23,4645
2019/3/5,0,2532
2019/3/5,1,1380
2019/3/5,2,809
2019/3/5,3,541
2019/3/5,4,608
2019/3/5,5,1605
2019/3/5,6,5467
2019/3/5,7,10382
2019/3/5,8,12582
2019/3/5,9,11576
2019/3/5,10,10590
2019/3/5,11,10458
2019/3/5,12,10525
2019/3/5,13,10423
2019/3/5,14,11622
2019/3/5,15,12182
2019/3/5,16,10944
2019/3/5,17,13706
2019/3/5,18,16183
2019/3/5,19,14766
2019/3/5,20,13644
2019/3/5,21,13405
2019/3/5,22,11600
2019/3/5,23,6856
2019/3/6,0,3479
2019/3/6,1,1718
2019/3/6,2,1046
2019/3/6,3,663
2019/3/6,4,669
2019/3/6,5,1582
2019/3/6,6,5589
2019/3/6,7,11073
2019/3/6,8,13019
2019/3/6,9,12011
2019/3/6,10,11221
2019/3/6,11,11484
2019/3/6,12,11599
2019/3/6,13,11736
2019/3/6,14,12634
2019/3/6,15,12639
2019/3/6,16,11788
2019/3/6,17,14254
2019/3/6,18,16223
2019/3/6,19,15423
2019/3/6,20,14411
2019/3/6,21,13896
2019/3/6,22,12019
2019/3/6,23,7454
2019/3/7,0,3944
2019/3/7,1,2014
2019/3/7,2,1069
2019/3/7,3,716
2019/3/7,4,740
2019/3/7,5,1738
2019/3/7,6,5602
2019/3/7,7,11204
2019/3/7,8,13030
2019/3/7,9,12122
2019/3/7,10,11155
2019/3/7,11,11087
2019/3/7,12,11590
2019/3/7,13,11461
2019/3/7,14,12360
2019/3/7,15,12472
2019/3/7,16,11257
2019/3/7,17,13970
2019/3/7,18,16599
2019/3/7,19,15444
2019/3/7,20,14381
2019/3/7,21,14465
2019/3/7,22,13628
2019/3/7,23,9669
2019/3/8,0,5801
2019/3/8,1,3244
2019/3/8,2,1911
2019/3/8,3,1171
2019/3/8,4,998
2019/3/8,5,1660
2019/3/8,6,5092
2019/3/8,7,9964
2019/3/8,8,12074
2019/3/8,9,11276
2019/3/8,10,10490
2019/3/8,11,10852
2019/3/8,12,11054
2019/3/8,13,10998
2019/3/8,14,12257
2019/3/8,15,12497
2019/3/8,16,11142
2019/3/8,17,13898
2019/3/8,18,16019
2019/3/8,19,15767
2019/3/8,20,12770
2019/3/8,21,11694
2019/3/8,22,12472
2019/3/8,23,11711
2019/3/9,0,9650
2019/3/9,1,7729
2019/3/9,2,5878
2019/3/9,3,3839
2019/3/9,4,2168
2019/3/9,5,1034
2019/3/9,6,1865
2019/3/9,7,3249
2019/3/9,8,5368
2019/3/9,9,8121
2019/3/9,10,9974
2019/3/9,11,11128
2019/3/9,12,12012
2019/3/9,13,12191
2019/3/9,14,11704
2019/3/9,15,11922
2019/3/9,16,11812
2019/3/9,17,13226
2019/3/9,18,14809
2019/3/9,19,14645
2019/3/9,20,11361
2019/3/9,21,11135
2019/3/9,22,12626
2019/3/9,23,12639
2019/3/10,0,10915
2019/3/10,1,9387
2019/3/10,3,8099
2019/3/10,4,4653
2019/3/10,5,1571
2019/3/10,6,1421
2019/3/10,7,2341
2019/3/10,8,4128
2019/3/10,9,6827
2019/3/10,10,9716
2019/3/10,11,11238
2019/3/10,12,12211
2019/3/10,13,11634
2019/3/10,14,11516
2019/3/10,15,10765
2019/3/10,16,10330
2019/3/10,17,10291
2019/3/10,18,9918
2019/3/10,19,8219
2019/3/10,20,7169
2019/3/10,21,6281
2019/3/10,22,4922
2019/3/10,23,3259
2019/3/11,0,1925
2019/3/11,1,1141
2019/3/11,2,790
2019/3/11,3,535
2019/3/11,4,636
2019/3/11,5,1598
2019/3/11,6,4990
2019/3/11,7,9661
2019/3/11,8,11691
2019/3/11,9,10439
2019/3/11,10,9239
2019/3/11,11,8981
2019/3/11,12,9412
2019/3/11,13,9389
2019/3/11,14,10260
2019/3/11,15,10635
2019/3/11,16,10047
2019/3/11,17,11735
2019/3/11,18,13676
2019/3/11,19,12528
2019/3/11,20,10905
2019/3/11,21,10247
2019/3/11,22,8898
2019/3/11,23,5678
2019/3/12,0,3018
2019/3/12,1,1643
2019/3/12,2,906
2019/3/12,3,569
2019/3/12,4,630
2019/3/12,5,1616
2019/3/12,6,5034
2019/3/12,7,10256
2019/3/12,8,12896
2019/3/12,9,11963
2019/3/12,10,10827
2019/3/12,11,10725
2019/3/12,12,10970
2019/3/12,13,10801
2019/3/12,14,11496
2019/3/12,15,11772
2019/3/12,16,10442
2019/3/12,17,13042
2019/3/12,18,15185
2019/3/12,19,14476
2019/3/12,20,13599
2019/3/12,21,13398
2019/3/12,22,12028
2019/3/12,23,7519
2019/3/13,0,3706
2019/3/13,1,1999
2019/3/13,2,1139
2019/3/13,3,720
2019/3/13,4,690
2019/3/13,5,1620
2019/3/13,6,5039
2019/3/13,7,10482
2019/3/13,8,12868
2019/3/13,9,11595
2019/3/13,10,10502
2019/3/13,11,10561
2019/3/13,12,10785
2019/3/13,13,10756
2019/3/13,14,11435
2019/3/13,15,11617
2019/3/13,16,10770
2019/3/13,17,13497
2019/3/13,18,15654
2019/3/13,19,14351
2019/3/13,20,13531
2019/3/13,21,13321
2019/3/13,22,11983
2019/3/13,23,7784
2019/3/14,0,4260
2019/3/14,1,2202
2019/3/14,2,1314
2019/3/14,3,827
2019/3/14,4,749
2019/3/14,5,1597
2019/3/14,6,4903
2019/3/14,7,10415
2019/3/14,8,12562
2019/3/14,9,11464
2019/3/14,10,10212
2019/3/14,11,10767
2019/3/14,12,10702
2019/3/14,13,10633
2019/3/14,14,11625
2019/3/14,15,11945
2019/3/14,16,10966
2019/3/14,17,13312
2019/3/14,18,15313
2019/3/14,19,14920
2019/3/14,20,14009
2019/3/14,21,14014
2019/3/14,22,13208
2019/3/14,23,10240
2019/3/15,0,6375
2019/3/15,1,3809
2019/3/15,2,2176
2019/3/15,3,1395
2019/3/15,4,1102
2019/3/15,5,1638
2019/3/15,6,5068
2019/3/15,7,9759
2019/3/15,8,11868
2019/3/15,9,10621
2019/3/15,10,9889
2019/3/15,11,10176
2019/3/15,12,10487
2019/3/15,13,10314
2019/3/15,14,11737
2019/3/15,15,11689
2019/3/15,16,10693
2019/3/15,17,13084
2019/3/15,18,14980
2019/3/15,19,14750
2019/3/15,20,13151
2019/3/15,21,16885
2019/3/15,22,12708
2019/3/15,23,10797
2019/3/16,0,9192
2019/3/16,1,7150
2019/3/16,2,5445
2019/3/16,3,3587
2019/3/16,4,2069
2019/3/16,5,959
2019/3/16,6,1619
2019/3/16,7,3061
2019/3/16,8,5024
2019/3/16,9,7274
2019/3/16,10,9339
2019/3/16,11,9973
2019/3/16,12,11402
2019/3/16,13,11101
2019/3/16,14,10887
2019/3/16,15,11398
2019/3/16,16,10610
2019/3/16,17,12414
2019/3/16,18,14590
2019/3/16,19,15000
2019/3/16,20,13083
2019/3/16,21,12789
2019/3/16,22,13351
2019/3/16,23,12758
2019/3/17,0,10619
2019/3/17,1,8492
2019/3/17,2,6435
2019/3/17,3,4505
2019/3/17,4,2565
2019/3/17,5,1051
2019/3/17,6,1367
2019/3/17,7,2200
2019/3/17,8,3702
2019/3/17,9,6046
2019/3/17,10,8488
2019/3/17,11,9423
2019/3/17,12,9979
2019/3/17,13,10083
2019/3/17,14,10117
2019/3/17,15,9860
2019/3/17,16,9609
2019/3/17,17,10229
2019/3/17,18,10125
2019/3/17,19,9219
2019/3/17,20,8454
2019/3/17,21,7350
2019/3/17,22,5773
2019/3/17,23,3757
2019/3/18,0,2153
2019/3/18,1,1382
2019/3/18,2,860
2019/3/18,3,644
2019/3/18,4,774
2019/3/18,5,1668
2019/3/18,6,4832
2019/3/18,7,8169
2019/3/18,8,10247
2019/3/18,9,9721
2019/3/18,10,8410
2019/3/18,11,8595
2019/3/18,12,8926
2019/3/18,13,8777
2019/3/18,14,9480
2019/3/18,15,9636
2019/3/18,16,9452
2019/3/18,17,10983
2019/3/18,18,12315
2019/3/18,19,11765
2019/3/18,20,10390
2019/3/18,21,9855
2019/3/18,22,8362
2019/3/18,23,5076
2019/3/19,0,2715
2019/3/19,1,1438
2019/3/19,2,807
2019/3/19,3,533
2019/3/19,4,601
2019/3/19,5,1541
2019/3/19,6,4738
2019/3/19,7,8685
2019/3/19,8,10722
2019/3/19,9,10229
2019/3/19,10,9224
2019/3/19,11,9250
2019/3/19,12,9600
2019/3/19,13,9556
2019/3/19,14,10153
2019/3/19,15,10115
2019/3/19,16,9434
2019/3/19,17,11341
2019/3/19,18,13317
2019/3/19,19,12315
2019/3/19,20,12008
2019/3/19,21,12360
2019/3/19,22,11015
2019/3/19,23,6539
2019/3/20,0,3358
2019/3/20,1,1815
2019/3/20,2,1117
2019/3/20,3,709
2019/3/20,4,631
2019/3/20,5,1472
2019/3/20,6,4801
2019/3/20,7,8747
2019/3/20,8,10894
2019/3/20,9,10433
2019/3/20,10,9458
2019/3/20,11,9572
2019/3/20,12,9975
2019/3/20,13,10009
2019/3/20,14,10148
2019/3/20,15,9896
2019/3/20,16,9675
2019/3/20,17,12026
2019/3/20,18,14009
2019/3/20,19,13674
2019/3/20,20,12792
2019/3/20,21,12772
2019/3/20,22,11749
2019/3/20,23,7468
2019/3/21,0,4218
2019/3/21,1,2179
2019/3/21,2,1254
2019/3/21,3,845
2019/3/21,4,721
2019/3/21,5,1609
2019/3/21,6,4905
2019/3/21,7,9594
2019/3/21,8,12534
2019/3/21,9,11496
2019/3/21,10,11062
2019/3/21,11,10939
2019/3/21,12,11002
2019/3/21,13,11006
2019/3/21,14,11341
2019/3/21,15,11128
2019/3/21,16,10587
2019/3/21,17,12756
2019/3/21,18,14532
2019/3/21,19,13360
2019/3/21,20,13044
2019/3/21,21,14224
2019/3/21,22,12782
2019/3/21,23,9827
2019/3/22,0,6180
2019/3/22,1,3297
2019/3/22,2,1935
2019/3/22,3,1066
2019/3/22,4,967
2019/3/22,5,1717
2019/3/22,6,5411
2019/3/22,7,9593
2019/3/22,8,12113
2019/3/22,9,11722
2019/3/22,10,10192
2019/3/22,11,10704
2019/3/22,12,10421
2019/3/22,13,10298
2019/3/22,14,11013
2019/3/22,15,10659
2019/3/22,16,10055
2019/3/22,17,12254
2019/3/22,18,14136
2019/3/22,19,13884
2019/3/22,20,11848
2019/3/22,21,11783
2019/3/22,22,12534
2019/3/22,23,11702
2019/3/23,0,9943
2019/3/23,1,7486
2019/3/23,2,5693
2019/3/23,3,3838
2019/3/23,4,2000
2019/3/23,5,994
2019/3/23,6,1746
2019/3/23,7,2762
2019/3/23,8,5122
2019/3/23,9,7691
2019/3/23,10,9035
2019/3/23,11,10049
2019/3/23,12,11136
2019/3/23,13,11244
2019/3/23,14,10544
2019/3/23,15,10885
2019/3/23,16,10823
2019/3/23,17,11839
2019/3/23,18,12866
2019/3/23,19,13195
2019/3/23,20,10896
2019/3/23,21,10750
2019/3/23,22,11771
2019/3/23,23,11839
2019/3/24,0,10162
2019/3/24,1,8652
2019/3/24,2,6902
2019/3/24,3,4701
2019/3/24,4,2441
2019/3/24,5,868
2019/3/24,6,1188
2019/3/24,7,2064
2019/3/24,8,3656
2019/3/24,9,5460
2019/3/24,10,7492
2019/3/24,11,8822
2019/3/24,12,9625
2019/3/24,13,9525
2019/3/24,14,9788
2019/3/24,15,9331
2019/3/24,16,9406
2019/3/24,17,9354
2019/3/24,18,9106
2019/3/24,19,8043
2019/3/24,20,7207
2019/3/24,21,6314
2019/3/24,22,5079
2019/3/24,23,3166
2019/3/25,0,1912
2019/3/25,1,1174
2019/3/25,2,772
2019/3/25,3,497
2019/3/25,4,546
2019/3/25,5,1377
2019/3/25,6,4511
2019/3/25,7,7557
2019/3/25,8,9383
2019/3/25,9,9200
2019/3/25,10,8121
2019/3/25,11,8110
2019/3/25,12,8548
2019/3/25,13,8358
2019/3/25,14,8927
2019/3/25,15,8999
2019/3/25,16,8837
2019/3/25,17,10679
2019/3/25,18,12061
2019/3/25,19,10979
2019/3/25,20,10109
2019/3/25,21,9441
2019/3/25,22,7990
2019/3/25,23,4892
2019/3/26,0,2629
2019/3/26,1,1479
2019/3/26,2,825
2019/3/26,3,508
2019/3/26,4,563
2019/3/26,5,1571
2019/3/26,6,4799
2019/3/26,7,8562
2019/3/26,8,10693
2019/3/26,9,10245
2019/3/26,10,9365
2019/3/26,11,9276
2019/3/26,12,9722
2019/3/26,13,9531
2019/3/26,14,10068
2019/3/26,15,10249
2019/3/26,16,9330
2019/3/26,17,11390
2019/3/26,18,13746
2019/3/26,19,12553
2019/3/26,20,12460
2019/3/26,21,12407
2019/3/26,22,11189
2019/3/26,23,6359
2019/3/27,0,3447
2019/3/27,1,1789
2019/3/27,2,1057
2019/3/27,3,640
2019/3/27,4,646
2019/3/27,5,1473
2019/3/27,6,4624
2019/3/27,7,8671
2019/3/27,8,10791
2019/3/27,9,10323
2019/3/27,10,9531
2019/3/27,11,9690
2019/3/27,12,9966
2019/3/27,13,9826
2019/3/27,14,10030
2019/3/27,15,9903
2019/3/27,16,9623
2019/3/27,17,12002
2019/3/27,18,14163
2019/3/27,19,13504
2019/3/27,20,13052
2019/3/27,21,13248
2019/3/27,22,12294
2019/3/27,23,7623
2019/3/28,0,4085
2019/3/28,1,2264
2019/3/28,2,1335
2019/3/28,3,775
2019/3/28,4,758
2019/3/28,5,1461
2019/3/28,6,4851
2019/3/28,7,8815
2019/3/28,8,11020
2019/3/28,9,10535
2019/3/28,10,9753
2019/3/28,11,9700
2019/3/28,12,9910
2019/3/28,13,9745
2019/3/28,14,10311
2019/3/28,15,10437
2019/3/28,16,9903
2019/3/28,17,12551
2019/3/28,18,14663
2019/3/28,19,13911
2019/3/28,20,13185
2019/3/28,21,13481
2019/3/28,22,13067
2019/3/28,23,9351
2019/3/29,0,6121
2019/3/29,1,3437
2019/3/29,2,2087
2019/3/29,3,1294
2019/3/29,4,994
2019/3/29,5,1485
2019/3/29,6,4451
2019/3/29,7,8016
2019/3/29,8,10521
2019/3/29,9,10243
2019/3/29,10,9355
2019/3/29,11,9557
2019/3/29,12,10098
2019/3/29,13,10015
2019/3/29,14,11042
2019/3/29,15,11552
2019/3/29,16,10088
2019/3/29,17,11748
2019/3/29,18,13641
2019/3/29,19,13511
2019/3/29,20,10841
2019/3/29,21,10985
2019/3/29,22,11404
2019/3/29,23,10535
2019/3/30,0,9478
2019/3/30,1,7426
2019/3/30,2,5792
2019/3/30,3,3896
2019/3/30,4,2089
2019/3/30,5,884
2019/3/30,6,1632
2019/3/30,7,2789
2019/3/30,8,4468
2019/3/30,9,6751
2019/3/30,10,8198
2019/3/30,11,9403
2019/3/30,12,10266
2019/3/30,13,10837
2019/3/30,14,10640
2019/3/30,15,10968
2019/3/30,16,11058
2019/3/30,17,11807
2019/3/30,18,12788
2019/3/30,19,13186
2019/3/30,20,10985
2019/3/30,21,10714
2019/3/30,22,11573
2019/3/30,23,12174
2019/3/31,0,10333
2019/3/31,1,9087
2019/3/31,2,7224
2019/3/31,3,4904
2019/3/31,4,2585
2019/3/31,5,890
2019/3/31,6,1178
2019/3/31,7,1995
2019/3/31,8,3326
2019/3/31,9,5524
2019/3/31,10,7623
2019/3/31,11,11112
2019/3/31,12,10447
2019/3/31,13,11074
2019/3/31,14,12107
2019/3/31,15,10273
2019/3/31,16,9639
2019/3/31,17,9315
2019/3/31,18,9197
2019/3/31,19,8679
2019/3/31,20,7658
2019/3/31,21,6746
2019/3/31,22,5472
2019/3/31,23,3301
2019/4/1,0,1903
2019/4/1,1,1119
2019/4/1,2,708
2019/4/1,3,477
2019/4/1,4,561
2019/4/1,5,1583
2019/4/1,6,5163
2019/4/1,7,9700
2019/4/1,8,11240
2019/4/1,9,9927
2019/4/1,10,8826
2019/4/1,11,8816
2019/4/1,12,9094
2019/4/1,13,9216
2019/4/1,14,10063
2019/4/1,15,10574
2019/4/1,16,9980
2019/4/1,17,11885
2019/4/1,18,13711
2019/4/1,19,12006
2019/4/1,20,10701
2019/4/1,21,10174
2019/4/1,22,8779
2019/4/1,23,4775
2019/4/2,0,2483
2019/4/2,1,1326
2019/4/2,2,813
2019/4/2,3,510
2019/4/2,4,550
2019/4/2,5,1572
2019/4/2,6,4981
2019/4/2,7,9909
2019/4/2,8,11757
2019/4/2,9,10999
2019/4/2,10,10214
2019/4/2,11,9669
2019/4/2,12,10202
2019/4/2,13,9940
2019/4/2,14,10965
2019/4/2,15,11657
2019/4/2,16,10898
2019/4/2,17,13011
2019/4/2,18,15249
2019/4/2,19,13464
2019/4/2,20,12753
2019/4/2,21,13375
2019/4/2,22,12089
2019/4/2,23,6625
2019/4/3,0,3296
2019/4/3,1,1632
2019/4/3,2,1017
2019/4/3,3,594
2019/4/3,4,582
2019/4/3,5,1582
2019/4/3,6,5021
2019/4/3,7,10259
2019/4/3,8,12267
2019/4/3,9,11050
2019/4/3,10,9963
2019/4/3,11,10144
2019/4/3,12,10909
2019/4/3,13,10469
2019/4/3,14,11252
2019/4/3,15,11426
2019/4/3,16,10483
2019/4/3,17,12581
2019/4/3,18,14598
2019/4/3,19,13478
2019/4/3,20,13133
2019/4/3,21,13266
2019/4/3,22,12148
2019/4/3,23,8097
2019/4/4,0,4133
2019/4/4,1,2176
2019/4/4,2,1268
2019/4/4,3,799
2019/4/4,4,748
2019/4/4,5,1603
2019/4/4,6,5131
2019/4/4,7,10119
2019/4/4,8,12152
2019/4/4,9,11278
2019/4/4,10,10365
2019/4/4,11,10446
2019/4/4,12,10732
2019/4/4,13,10472
2019/4/4,14,11404
2019/4/4,15,11393
2019/4/4,16,10377
2019/4/4,17,12362
2019/4/4,18,14918
2019/4/4,19,14571
2019/4/4,20,14335
2019/4/4,21,14312
2019/4/4,22,13467
2019/4/4,23,10193
2019/4/5,0,5805
2019/4/5,1,3551
2019/4/5,2,2068
2019/4/5,3,1335
2019/4/5,4,1063
2019/4/5,5,1685
2019/4/5,6,4904
2019/4/5,7,9710
2019/4/5,8,11965
2019/4/5,9,11134
2019/4/5,10,10757
2019/4/5,11,11993
2019/4/5,12,11667
2019/4/5,13,11249
2019/4/5,14,13027
2019/4/5,15,12774
2019/4/5,16,11099
2019/4/5,17,13532
2019/4/5,18,15778
2019/4/5,19,16086
2019/4/5,20,13532
2019/4/5,21,12073
2019/4/5,22,12789
2019/4/5,23,12174
2019/4/6,0,8885
2019/4/6,1,6497
2019/4/6,2,4846
2019/4/6,3,3182
2019/4/6,4,1746
2019/4/6,5,893
2019/4/6,6,1774
2019/4/6,7,3165
2019/4/6,8,5712
2019/4/6,9,8176
2019/4/6,10,9449
2019/4/6,11,10584
2019/4/6,12,11442
2019/4/6,13,11503
2019/4/6,14,11209
2019/4/6,15,11441
2019/4/6,16,11329
2019/4/6,17,12802
2019/4/6,18,13877
2019/4/6,19,13844
2019/4/6,20,11918
2019/4/6,21,11072
2019/4/6,22,12205
2019/4/6,23,12671
2019/4/7,0,10578
2019/4/7,1,9181
2019/4/7,2,6965
2019/4/7,3,4623
2019/4/7,4,2495
2019/4/7,5,933
2019/4/7,6,1269
2019/4/7,7,2242
2019/4/7,8,3984
2019/4/7,9,5998
2019/4/7,10,8326
2019/4/7,11,9501
2019/4/7,12,10180
2019/4/7,13,10234
2019/4/7,14,10684
2019/4/7,15,9853
2019/4/7,16,10141
2019/4/7,17,10187
2019/4/7,18,10143
2019/4/7,19,8662
2019/4/7,20,7318
2019/4/7,21,6816
2019/4/7,22,5245
2019/4/7,23,3326
2019/4/8,0,1857
2019/4/8,1,1360
2019/4/8,2,1040
2019/4/8,3,631
2019/4/8,4,621
2019/4/8,5,1551
2019/4/8,6,4867
2019/4/8,7,8850
2019/4/8,8,10519
2019/4/8,9,9481
2019/4/8,10,8528
2019/4/8,11,8401
2019/4/8,12,8836
2019/4/8,13,8968
2019/4/8,14,10372
2019/4/8,15,10589
