starting_time,ending_time,starting_point,ending_point
2017-01-01 04:04:32,2017-01-01 04:08:49,232,79
2015-01-01 04:04:06,2015-01-01 04:20:04,48,79
2019-01-01 04:18:36,2019-01-01 04:23:44,163,161
2017-01-01 04:51:01,2017-01-01 05:12:32,239,113
2019-01-01 04:20:00,2019-01-01 04:26:42,163,48
2016-01-01 04:34:36,2016-01-01 04:40:37,79,113
2016-01-01 04:25:37,2016-01-01 04:32:14,142,68
2016-01-01 04:25:35,2016-01-01 04:28:28,170,161
2015-01-01 04:36:02,2015-01-01 04:43:42,163,48
2016-01-01 04:20:59,2016-01-01 04:28:55,68,50
2016-01-01 04:53:53,2016-01-01 04:57:19,170,234
2015-01-01 04:27:09,2015-01-01 04:31:59,243,244
2017-01-01 04:34:55,2017-01-01 04:42:36,50,170
2016-01-01 04:20:14,2016-01-01 04:30:45,79,50
2015-01-01 04:50:27,2015-01-01 04:55:23,68,234
2016-01-01 04:44:02,2016-01-01 04:54:23,79,186
2015-01-01 04:02:44,2015-01-01 04:17:19,234,236
2019-01-01 04:36:33,2019-01-01 04:45:58,68,48
2018-01-01 04:56:41,2018-01-01 05:04:02,79,113
2019-01-01 04:21:43,2019-01-01 04:43:38,50,79
2017-01-01 04:22:40,2017-01-01 04:34:54,113,236
2015-01-01 04:36:37,2015-01-01 04:46:59,50,170
2018-01-01 04:45:07,2018-01-01 04:58:55,48,231
2016-01-01 04:27:38,2016-01-01 04:35:46,48,234
2017-01-01 04:45:23,2017-01-01 05:00:08,140,243
2018-01-01 04:16:47,2018-01-01 04:30:15,161,140
2018-01-01 04:08:51,2018-01-01 04:16:01,68,170
2018-01-01 04:15:57,2018-01-01 04:17:50,68,186
2016-01-01 04:22:30,2016-01-01 04:45:03,79,74
2016-01-01 04:36:54,2016-01-01 04:42:24,237,74
2016-01-01 04:46:59,2016-01-01 04:52:26,48,50
2015-01-01 04:33:48,2015-01-01 04:59:22,79,231
2016-01-01 04:48:05,2016-01-01 04:54:15,234,79
2015-01-01 04:42:12,2015-01-01 04:53:47,68,79
2019-01-01 04:02:04,2019-01-01 04:07:20,79,232
2016-01-01 04:54:38,2016-01-01 05:00:08,48,142
2017-01-01 04:17:43,2017-01-01 04:38:46,79,50
2017-01-01 04:04:49,2017-01-01 04:24:57,79,41
2016-01-01 04:46:44,2016-01-01 04:51:41,234,68
2015-01-01 04:02:09,2015-01-01 04:14:27,48,113
2018-01-01 04:18:06,2018-01-01 04:19:48,48,50
2017-01-01 04:05:48,2017-01-01 04:11:34,50,48
2016-01-01 04:14:26,2016-01-01 04:25:31,234,142
2019-01-01 04:32:49,2019-01-01 04:39:32,48,237
2016-01-01 04:44:06,2016-01-01 04:46:33,163,48
2018-01-01 04:16:14,2018-01-01 04:22:17,48,239
2016-01-01 04:45:53,2016-01-01 05:02:16,79,50
2015-01-01 04:02:19,2015-01-01 04:19:50,48,244
2019-01-01 04:08:24,2019-01-01 04:18:33,79,113
2015-01-01 04:48:46,2015-01-01 05:03:28,234,74
2015-01-01 04:19:19,2015-01-01 04:31:51,79,140
2016-01-01 04:21:30,2016-01-01 04:30:27,79,232
2015-01-01 04:21:05,2015-01-01 04:33:20,50,41
2016-01-01 04:55:16,2016-01-01 05:06:47,79,68
2015-01-01 04:00:39,2015-01-01 04:13:46,170,50
2015-01-01 04:19:34,2015-01-01 04:43:42,48,243
2017-01-01 04:54:38,2017-01-01 05:06:03,161,186
2015-01-01 04:46:18,2015-01-01 04:51:45,161,170
2017-01-01 04:25:10,2017-01-01 04:29:35,74,41
2017-01-01 04:43:40,2017-01-01 05:02:23,68,74
2017-01-01 04:42:07,2017-01-01 04:56:24,48,244
2016-01-01 04:08:03,2016-01-01 04:28:15,79,239
2017-01-01 04:50:12,2017-01-01 04:57:00,113,232
2015-01-01 04:41:25,2015-01-01 04:52:09,231,68
2017-01-01 04:32:20,2017-01-01 04:41:34,41,74
2015-01-01 04:37:47,2015-01-01 04:43:36,163,170
2016-01-01 04:01:58,2016-01-01 04:08:43,163,142
2018-01-01 04:03:40,2018-01-01 04:05:41,48,68
2017-01-01 04:19:13,2017-01-01 04:42:29,41,237
2017-01-01 04:18:40,2017-01-01 04:31:30,50,243
2019-01-01 04:43:17,2019-01-01 04:51:05,68,170
2016-01-01 04:22:48,2016-01-01 04:27:41,79,170
2017-01-01 04:40:02,2017-01-01 04:44:57,48,186
2016-01-01 04:29:41,2016-01-01 04:45:11,74,244
2016-01-01 04:28:59,2016-01-01 04:35:38,68,48
2015-01-01 04:06:58,2015-01-01 04:15:15,41,74
2015-01-01 04:18:12,2015-01-01 04:34:27,163,243
2015-01-01 04:18:34,2015-01-01 04:30:19,79,232
2016-01-01 04:13:17,2016-01-01 04:19:34,170,48
2016-01-01 04:44:28,2016-01-01 05:14:26,170,74
2018-01-01 04:03:08,2018-01-01 04:10:13,186,50
2015-01-01 04:34:46,2015-01-01 04:39:58,48,239
2015-01-01 04:12:41,2015-01-01 04:26:39,74,243
2015-01-01 04:30:00,2015-01-01 04:45:15,48,231
2018-01-01 04:18:33,2018-01-01 04:21:49,113,79
2016-01-01 04:47:40,2016-01-01 04:56:19,68,79
2016-01-01 04:23:20,2016-01-01 04:33:10,50,140
2015-01-01 04:18:33,2015-01-01 04:41:21,234,243
2019-01-01 04:18:27,2019-01-01 04:24:54,170,161
2018-01-01 04:59:34,2018-01-01 05:05:14,41,74
2015-01-01 04:43:05,2015-01-01 04:55:08,50,79
2017-01-01 04:04:44,2017-01-01 04:23:00,48,79
2015-01-01 04:40:46,2015-01-01 04:45:04,68,50
2017-01-01 04:28:00,2017-01-01 04:50:14,41,48
2018-01-01 04:41:46,2018-01-01 04:56:07,79,48
2017-01-01 04:35:04,2017-01-01 04:41:41,161,140
2017-01-01 04:45:51,2017-01-01 04:53:42,79,186
2018-01-01 04:18:57,2018-01-01 04:23:27,237,236
2018-01-01 04:25:19,2018-01-01 04:40:09,50,244
2017-01-01 04:39:02,2017-01-01 04:50:30,50,79
2016-01-01 04:11:24,2016-01-01 04:28:53,236,244
2019-01-01 04:38:09,2019-01-01 04:48:46,239,244
2018-01-01 04:11:06,2018-01-01 04:16:18,239,142
2015-01-01 04:16:28,2015-01-01 04:25:44,239,50
2016-01-01 04:03:28,2016-01-01 04:13:21,170,79
2018-01-01 04:39:12,2018-01-01 04:47:23,142,239
2018-01-01 04:22:42,2018-01-01 04:26:55,68,234
2017-01-01 04:36:29,2017-01-01 04:47:06,50,237
2015-01-01 04:16:38,2015-01-01 04:27:56,239,68
2016-01-01 04:54:26,2016-01-01 05:04:29,140,79
2018-01-01 04:07:26,2018-01-01 04:13:12,68,48
2018-01-01 04:53:54,2018-01-01 05:05:10,163,113
2016-01-01 04:44:45,2016-01-01 05:00:25,68,140
2016-01-01 04:15:00,2016-01-01 04:23:33,163,186
2015-01-01 04:04:39,2015-01-01 04:19:22,79,50
2016-01-01 04:09:29,2016-01-01 04:15:10,48,68
2016-01-01 04:28:54,2016-01-01 04:42:46,74,48
2016-01-01 04:34:11,2016-01-01 04:51:45,244,48
2018-01-01 04:01:11,2018-01-01 04:06:46,231,232
2015-01-01 04:30:44,2015-01-01 04:41:46,68,170
2017-01-01 04:51:36,2017-01-01 04:58:40,231,79
2017-01-01 04:16:21,2017-01-01 04:29:42,140,186
2018-01-01 04:12:19,2018-01-01 04:27:33,79,74
2019-01-01 04:29:43,2019-01-01 04:47:23,48,243
2015-01-01 04:16:19,2015-01-01 04:29:04,79,68
2015-01-01 04:42:20,2015-01-01 05:02:32,231,41
2015-01-01 04:58:25,2015-01-01 05:05:58,170,68
2019-01-01 04:49:41,2019-01-01 04:58:35,234,237
2016-01-01 04:44:46,2016-01-01 04:51:12,161,186
2016-01-01 04:19:30,2016-01-01 04:26:09,163,50
2016-01-01 04:10:05,2016-01-01 04:22:01,231,170
2015-01-01 04:51:49,2015-01-01 05:11:06,239,244
2016-01-01 04:46:20,2016-01-01 04:52:45,68,50
2015-01-01 04:44:11,2015-01-01 04:51:48,79,170
2015-01-01 04:16:45,2015-01-01 04:28:33,50,161
2017-01-01 04:49:21,2017-01-01 05:03:34,48,244
2017-01-01 04:45:26,2017-01-01 04:50:03,68,186
2016-01-01 04:46:20,2016-01-01 04:54:29,48,170
2017-01-01 04:08:44,2017-01-01 04:15:46,41,74
2015-01-01 04:50:07,2015-01-01 04:59:50,79,161
2018-01-01 04:00:45,2018-01-01 04:18:02,48,231
2017-01-01 04:04:00,2017-01-01 04:07:38,48,68
2017-01-01 04:04:59,2017-01-01 04:15:31,79,163
2016-01-01 04:30:02,2016-01-01 04:33:15,43,239
2017-01-01 04:03:33,2017-01-01 04:17:04,170,68
2017-01-01 04:56:56,2017-01-01 05:06:57,113,88
2015-01-01 04:03:20,2015-01-01 04:27:21,88,142
2016-01-01 04:08:07,2016-01-01 04:16:09,41,236
2016-01-01 04:33:57,2016-01-01 04:49:25,68,79
2016-01-01 04:47:28,2016-01-01 04:53:43,79,186
2019-01-01 04:53:11,2019-01-01 05:03:55,142,41
2016-01-01 04:30:33,2016-01-01 04:37:05,68,50
2018-01-01 04:52:42,2018-01-01 05:01:35,79,237
2015-01-01 04:47:46,2015-01-01 04:57:28,142,236
2019-01-01 04:22:44,2019-01-01 04:28:34,234,170
2019-01-01 04:57:37,2019-01-01 05:05:18,234,237
2018-01-01 04:45:59,2018-01-01 04:49:31,243,244
2016-01-01 04:32:53,2016-01-01 04:37:18,48,186
2018-01-01 04:26:13,2018-01-01 04:42:00,186,41
2015-01-01 04:00:15,2015-01-01 04:02:04,239,142
2015-01-01 04:09:15,2015-01-01 04:26:35,41,243
2017-01-01 04:02:53,2017-01-01 04:15:41,68,79
2017-01-01 04:58:22,2017-01-01 05:18:40,234,41
2016-01-01 04:40:03,2016-01-01 04:48:25,43,186
2016-01-01 04:36:33,2016-01-01 04:47:45,79,161
2016-01-01 04:39:16,2016-01-01 04:43:17,236,140
2015-01-01 04:23:48,2015-01-01 04:35:53,68,79
2017-01-01 04:48:38,2017-01-01 05:06:31,79,48
2019-01-01 04:00:24,2019-01-01 04:11:41,50,244
2015-01-01 04:04:04,2015-01-01 04:29:25,170,244
2018-01-01 04:13:07,2018-01-01 04:17:53,48,142
2016-01-01 04:26:25,2016-01-01 04:38:40,186,48
2019-01-01 04:19:04,2019-01-01 04:25:19,234,68
2018-01-01 04:51:27,2018-01-01 05:20:56,79,244
2015-01-01 04:47:40,2015-01-01 04:58:59,234,79
2015-01-01 04:55:33,2015-01-01 05:00:39,50,48
2015-01-01 04:17:28,2015-01-01 04:27:39,68,48
2017-01-01 04:43:03,2017-01-01 04:55:08,163,50
2017-01-01 04:52:11,2017-01-01 05:05:26,68,237
2016-01-01 04:07:34,2016-01-01 04:30:16,186,244
2016-01-01 04:22:49,2016-01-01 04:33:44,79,186
2015-01-01 04:18:58,2015-01-01 04:26:11,50,234
2015-01-01 04:55:56,2015-01-01 05:04:12,161,68
2019-01-01 04:24:32,2019-01-01 04:39:11,231,239
2016-01-01 04:23:33,2016-01-01 04:47:10,231,243
2015-01-01 04:48:19,2015-01-01 04:56:37,234,79
2017-01-01 04:31:57,2017-01-01 04:44:43,48,239
2015-01-01 04:32:56,2015-01-01 04:47:07,88,140
2017-01-01 04:25:44,2017-01-01 04:40:15,239,113
2015-01-01 04:01:43,2015-01-01 04:06:01,48,186
2015-01-01 04:50:54,2015-01-01 05:02:36,48,140
2016-01-01 04:16:02,2016-01-01 04:31:09,186,41
2017-01-01 04:05:58,2017-01-01 04:13:53,68,48
2016-01-01 04:32:23,2016-01-01 04:39:16,231,79
2018-01-01 04:35:47,2018-01-01 04:44:43,68,79
2016-01-01 04:17:26,2016-01-01 04:21:31,163,161
2015-01-01 04:38:59,2015-01-01 04:55:47,48,244
2016-01-01 04:30:37,2016-01-01 04:36:12,163,236
2017-01-01 04:32:33,2017-01-01 04:42:40,68,48
2015-01-01 04:58:18,2015-01-01 05:05:49,68,79
2016-01-01 04:05:31,2016-01-01 04:11:44,170,163
2017-01-01 04:41:02,2017-01-01 04:43:57,186,68
2015-01-01 04:20:28,2015-01-01 04:28:23,79,170
2017-01-01 04:24:40,2017-01-01 04:34:34,186,68
2016-01-01 04:25:47,2016-01-01 04:46:35,113,79
2015-01-01 04:06:49,2015-01-01 04:15:20,170,48
2019-01-01 04:08:11,2019-01-01 04:18:27,74,41
2016-01-01 04:01:28,2016-01-01 04:05:15,48,50
2016-01-01 04:23:54,2016-01-01 04:34:58,113,163
2016-01-01 04:36:20,2016-01-01 04:46:50,231,68
2017-01-01 04:57:43,2017-01-01 05:09:11,79,48
2019-01-01 04:28:20,2019-01-01 04:54:04,79,243
2017-01-01 04:09:34,2017-01-01 04:28:03,48,74
2015-01-01 04:51:12,2015-01-01 04:57:35,74,41
2015-01-01 04:18:21,2015-01-01 04:30:05,234,79
2015-01-01 04:36:39,2015-01-01 04:43:40,48,239
2018-01-01 04:41:00,2018-01-01 04:54:13,68,79
2016-01-01 04:41:26,2016-01-01 04:57:12,161,88
2015-01-01 04:11:58,2015-01-01 04:30:58,48,41
2015-01-01 04:06:01,2015-01-01 04:23:20,68,74
2015-01-01 04:06:54,2015-01-01 04:14:56,142,50
2019-01-01 04:01:00,2019-01-01 04:07:52,234,161
2016-01-01 04:51:06,2016-01-01 04:55:17,68,234
2015-01-01 04:16:20,2015-01-01 04:32:41,236,48
2018-01-01 04:00:01,2018-01-01 04:30:37,68,74
2018-01-01 04:32:30,2018-01-01 04:38:56,41,74
2019-01-01 04:01:55,2019-01-01 04:11:12,163,186
2019-01-01 04:02:20,2019-01-01 04:19:38,186,239
2015-01-01 04:26:00,2015-01-01 04:44:24,50,48
2015-01-01 04:46:45,2015-01-01 04:57:03,48,68
2017-01-01 04:57:30,2017-01-01 05:01:27,50,163
2017-01-01 04:25:50,2017-01-01 04:30:19,113,79
2016-01-01 04:50:05,2016-01-01 05:02:46,236,50
2016-01-01 04:50:48,2016-01-01 05:02:43,186,43
2016-01-01 04:32:16,2016-01-01 04:37:57,48,161
2015-01-01 04:50:02,2015-01-01 05:15:01,186,68
2017-01-01 04:08:08,2017-01-01 04:18:47,170,142
2018-01-01 04:49:03,2018-01-01 04:51:46,50,163
2017-01-01 04:52:45,2017-01-01 05:00:30,79,186
2019-01-01 04:21:02,2019-01-01 04:30:16,234,48
2018-01-01 04:45:52,2018-01-01 04:52:17,68,48
2017-01-01 04:28:23,2017-01-01 04:32:29,113,234
2017-01-01 04:26:38,2017-01-01 04:32:45,48,170
2015-01-01 04:35:10,2015-01-01 04:48:29,239,243
2015-01-01 04:14:20,2015-01-01 04:23:11,239,236
2019-01-01 04:09:17,2019-01-01 04:14:06,239,237
2019-01-01 04:15:57,2019-01-01 04:22:19,48,68
2019-01-01 04:06:45,2019-01-01 04:09:34,48,50
2018-01-01 04:35:44,2018-01-01 04:39:09,48,68
2017-01-01 04:59:40,2017-01-01 05:03:23,43,161
2015-01-01 04:25:15,2015-01-01 04:38:47,68,79
2018-01-01 04:37:07,2018-01-01 04:45:59,88,79
2017-01-01 04:13:05,2017-01-01 04:27:49,48,239
2017-01-01 04:42:41,2017-01-01 05:25:16,113,79
2016-01-01 04:05:59,2016-01-01 04:10:02,50,163
2017-01-01 04:12:27,2017-01-01 04:25:08,68,12
2018-01-01 04:22:49,2018-01-01 04:32:01,68,170
2017-01-01 04:34:31,2017-01-01 04:40:27,186,48
2016-01-01 04:17:28,2016-01-01 04:22:36,50,48
2015-01-01 04:07:19,2015-01-01 04:17:42,244,41
2017-01-01 04:17:14,2017-01-01 04:27:53,163,79
2017-01-01 04:25:57,2017-01-01 04:40:48,239,243
2016-01-01 04:13:47,2016-01-01 04:38:59,161,243
2015-01-01 04:50:14,2015-01-01 04:55:25,113,170
2016-01-01 04:07:40,2016-01-01 04:11:55,140,237
2015-01-01 04:14:08,2015-01-01 04:20:24,239,236
2016-01-01 04:58:52,2016-01-01 05:02:13,186,48
2017-01-01 04:55:42,2017-01-01 05:06:33,243,244
2019-01-01 04:27:00,2019-01-01 04:36:27,170,48
2016-01-01 04:39:40,2016-01-01 04:45:44,142,48
2015-01-01 04:36:19,2015-01-01 04:55:14,79,239
2016-01-01 04:45:52,2016-01-01 04:58:48,231,48
2019-01-01 04:47:49,2019-01-01 05:00:35,161,74
2016-01-01 04:15:49,2016-01-01 04:22:43,79,170
2016-01-01 04:03:19,2016-01-01 04:13:34,79,163
2015-01-01 04:19:21,2015-01-01 04:37:38,74,243
2017-01-01 04:36:34,2017-01-01 04:46:37,79,170
2019-01-01 04:11:25,2019-01-01 04:13:12,48,68
2017-01-01 04:20:52,2017-01-01 04:45:14,48,236
2018-01-01 04:14:37,2018-01-01 04:18:53,113,186
2015-01-01 04:17:44,2015-01-01 04:23:12,79,170
2016-01-01 04:24:34,2016-01-01 04:32:34,231,79
2015-01-01 04:25:44,2015-01-01 04:37:34,48,244
2015-01-01 04:18:55,2015-01-01 04:30:27,79,236
2017-01-01 04:06:48,2017-01-01 04:13:15,79,113
2018-01-01 04:49:49,2018-01-01 04:54:30,48,142
2015-01-01 04:07:50,2015-01-01 04:12:19,50,43
2016-01-01 04:18:22,2016-01-01 04:30:53,48,161
2016-01-01 04:06:09,2016-01-01 04:12:38,41,74
2019-01-01 04:31:22,2019-01-01 04:36:36,231,79
2016-01-01 04:06:11,2016-01-01 04:12:53,41,74
2017-01-01 04:23:02,2017-01-01 04:35:28,48,236
2016-01-01 04:24:56,2016-01-01 04:37:02,79,186
2015-01-01 04:14:19,2015-01-01 04:18:31,113,79
2017-01-01 04:28:15,2017-01-01 04:33:14,79,113
2017-01-01 04:14:30,2017-01-01 04:24:00,43,239
2018-01-01 04:18:59,2018-01-01 04:36:03,231,68
2019-01-01 04:37:56,2019-01-01 04:50:06,239,236
2019-01-01 04:58:17,2019-01-01 05:12:15,232,48
2018-01-01 04:33:06,2018-01-01 04:58:39,74,244
2016-01-01 04:34:51,2016-01-01 04:52:27,50,236
2015-01-01 04:25:23,2015-01-01 04:30:47,161,170
2017-01-01 04:28:06,2017-01-01 04:37:15,79,68
2015-01-01 04:21:22,2015-01-01 04:36:44,170,239
2015-01-01 04:43:25,2015-01-01 04:46:54,48,163
2016-01-01 04:02:30,2016-01-01 04:17:52,48,79
2015-01-01 04:45:38,2015-01-01 04:59:04,113,50
2016-01-01 04:46:54,2016-01-01 04:51:03,48,50
2016-01-01 04:19:41,2016-01-01 04:31:38,79,88
2016-01-01 04:11:22,2016-01-01 04:19:33,88,79
2016-01-01 04:53:46,2016-01-01 05:03:16,163,113
2015-01-01 04:47:24,2015-01-01 04:53:26,232,79
2015-01-01 04:24:40,2015-01-01 04:36:21,163,41
2018-01-01 04:18:52,2018-01-01 04:33:48,79,48
2018-01-01 04:28:35,2018-01-01 04:36:34,170,48
2016-01-01 04:20:30,2016-01-01 04:23:57,48,68
2015-01-01 04:11:15,2015-01-01 04:18:01,170,186
2017-01-01 04:58:58,2017-01-01 05:05:48,79,113
2017-01-01 04:32:43,2017-01-01 04:37:52,68,186
2016-01-01 04:24:41,2016-01-01 04:39:39,231,50
2019-01-01 04:59:53,2019-01-01 05:21:54,68,244
2016-01-01 04:37:41,2016-01-01 04:45:57,50,170
2019-01-01 04:10:02,2019-01-01 04:13:50,142,50
2016-01-01 04:09:34,2016-01-01 04:12:36,50,48
2019-01-01 04:02:19,2019-01-01 04:13:44,244,194
2015-01-01 04:08:38,2015-01-01 04:14:06,170,79
2015-01-01 04:21:17,2015-01-01 04:28:39,48,239
2015-01-01 04:25:52,2015-01-01 04:33:16,170,79
2015-01-01 04:31:52,2015-01-01 04:35:16,140,236
2016-01-01 04:58:14,2016-01-01 05:17:17,68,79
2016-01-01 04:04:20,2016-01-01 04:11:08,48,186
2018-01-01 04:24:04,2018-01-01 04:30:50,48,142
2015-01-01 04:29:39,2015-01-01 04:47:59,48,74
2018-01-01 04:35:18,2018-01-01 04:53:30,48,79
2016-01-01 04:24:30,2016-01-01 04:35:44,234,48
2016-01-01 04:23:59,2016-01-01 04:37:04,231,232
2016-01-01 04:30:16,2016-01-01 04:42:13,74,48
2015-01-01 04:04:07,2015-01-01 04:10:12,142,48
