starting_time,ending_time,starting_point,ending_point
2015-01-01 09:48:01,2015-01-01 09:49:57,236,237
2018-01-01 09:34:29,2018-01-01 09:37:06,68,48
2015-01-01 09:36:41,2015-01-01 09:52:18,186,88
2017-01-01 09:41:47,2017-01-01 09:58:12,170,41
2015-01-01 09:37:16,2015-01-01 09:45:12,161,236
2015-01-01 09:40:33,2015-01-01 09:47:58,41,142
2015-01-01 09:22:25,2015-01-01 09:31:17,79,186
2018-01-01 09:47:12,2018-01-01 09:52:31,239,48
2015-01-01 09:26:24,2015-01-01 09:39:06,236,186
2017-01-01 09:42:14,2017-01-01 09:51:12,68,142
2018-01-01 09:53:40,2018-01-01 09:58:37,74,236
2018-01-01 09:51:22,2018-01-01 09:55:45,236,239
2018-01-01 09:05:45,2018-01-01 09:08:29,142,48
2015-01-01 09:10:03,2015-01-01 09:15:47,43,239
2017-01-01 09:51:13,2017-01-01 09:55:02,48,50
2019-01-01 09:32:01,2019-01-01 09:39:47,170,236
2019-01-01 09:20:45,2019-01-01 09:24:00,68,186
2017-01-01 09:25:27,2017-01-01 09:31:56,74,41
2015-01-01 09:38:07,2015-01-01 09:46:21,239,236
2015-01-01 09:03:29,2015-01-01 09:06:46,43,236
2019-01-01 09:47:43,2019-01-01 09:53:57,234,79
2017-01-01 09:28:49,2017-01-01 09:32:27,142,239
2017-01-01 09:12:31,2017-01-01 09:19:36,142,236
2015-01-01 09:06:50,2015-01-01 09:16:19,79,170
2016-01-01 09:12:38,2016-01-01 09:16:46,231,234
2018-01-01 09:53:01,2018-01-01 10:10:43,48,231
2019-01-01 09:06:50,2019-01-01 09:13:28,48,142
2016-01-01 09:37:55,2016-01-01 09:50:09,74,243
2017-01-01 09:28:48,2017-01-01 09:36:02,170,68
2019-01-01 09:20:22,2019-01-01 09:26:03,163,186
2017-01-01 09:44:57,2017-01-01 09:49:11,113,231
2017-01-01 09:34:10,2017-01-01 09:37:10,142,50
2015-01-01 09:29:02,2015-01-01 09:37:36,239,48
2015-01-01 09:34:03,2015-01-01 09:39:02,234,79
2016-01-01 09:14:00,2016-01-01 09:20:54,234,79
2017-01-01 09:39:06,2017-01-01 09:48:09,142,161
2018-01-01 09:30:01,2018-01-01 09:37:19,163,186
2019-01-01 09:50:31,2019-01-01 10:01:56,140,79
2015-01-01 09:52:29,2015-01-01 10:02:31,239,140
2016-01-01 09:31:42,2016-01-01 09:37:08,43,48
2018-01-01 09:12:11,2018-01-01 09:16:00,170,234
2016-01-01 09:35:59,2016-01-01 09:39:53,186,68
2017-01-01 09:40:16,2017-01-01 09:52:57,79,236
2015-01-01 09:57:53,2015-01-01 10:10:53,50,68
2016-01-01 09:24:48,2016-01-01 09:32:12,236,186
2019-01-01 09:25:30,2019-01-01 09:33:23,237,48
2017-01-01 09:04:36,2017-01-01 09:08:29,186,234
2015-01-01 09:49:56,2015-01-01 10:03:44,186,161
2017-01-01 09:33:50,2017-01-01 09:36:52,186,161
2015-01-01 09:55:36,2015-01-01 10:01:28,50,161
2019-01-01 09:09:35,2019-01-01 09:15:31,50,48
2017-01-01 09:21:58,2017-01-01 09:27:55,43,170
2015-01-01 09:59:33,2015-01-01 10:04:16,237,236
2015-01-01 09:41:28,2015-01-01 09:49:03,170,234
2016-01-01 09:34:37,2016-01-01 09:41:02,170,142
2016-01-01 09:18:32,2016-01-01 09:28:45,88,140
2017-01-01 09:07:43,2017-01-01 09:18:05,68,236
2019-01-01 09:04:13,2019-01-01 09:16:23,244,41
2015-01-01 09:49:15,2015-01-01 09:55:39,48,163
2018-01-01 09:47:58,2018-01-01 09:57:32,41,194
2015-01-01 09:46:54,2015-01-01 10:01:50,186,43
2017-01-01 09:53:48,2017-01-01 10:01:00,170,186
2017-01-01 09:04:05,2017-01-01 09:10:05,140,237
2015-01-01 09:13:23,2015-01-01 09:20:38,236,237
2017-01-01 09:28:35,2017-01-01 09:44:26,68,88
2018-01-01 09:25:38,2018-01-01 09:28:41,68,234
2016-01-01 09:15:23,2016-01-01 09:27:48,239,41
2019-01-01 09:20:40,2019-01-01 09:27:05,161,186
2018-01-01 09:09:06,2018-01-01 09:15:00,142,239
2015-01-01 09:54:39,2015-01-01 09:58:32,239,237
2019-01-01 09:19:04,2019-01-01 09:23:26,231,186
2019-01-01 09:16:36,2019-01-01 09:23:22,68,170
2016-01-01 09:57:09,2016-01-01 10:01:06,48,163
2019-01-01 09:51:16,2019-01-01 10:00:44,68,163
2015-01-01 09:34:20,2015-01-01 09:37:10,161,48
2018-01-01 09:21:08,2018-01-01 09:31:38,79,186
2015-01-01 09:51:55,2015-01-01 09:56:29,142,237
2017-01-01 09:30:00,2017-01-01 09:33:45,237,161
2015-01-01 09:44:43,2015-01-01 09:50:23,142,161
2017-01-01 09:53:19,2017-01-01 09:57:14,163,43
2015-01-01 09:24:27,2015-01-01 09:29:07,50,48
2019-01-01 09:20:50,2019-01-01 09:28:52,74,41
2018-01-01 09:53:54,2018-01-01 10:00:20,236,239
2019-01-01 09:48:17,2019-01-01 09:57:51,236,74
2019-01-01 09:36:34,2019-01-01 09:41:12,48,43
2016-01-01 09:48:28,2016-01-01 09:52:31,68,50
2015-01-01 09:55:56,2015-01-01 10:01:38,161,186
2018-01-01 09:09:59,2018-01-01 09:16:09,140,74
2016-01-01 09:05:13,2016-01-01 09:18:51,170,239
2018-01-01 09:40:05,2018-01-01 09:59:05,142,74
2016-01-01 09:13:33,2016-01-01 09:20:40,163,161
2015-01-01 09:06:02,2015-01-01 09:08:56,234,170
2019-01-01 09:01:39,2019-01-01 09:06:05,41,74
2018-01-01 09:36:40,2018-01-01 09:41:31,236,43
2017-01-01 09:23:00,2017-01-01 09:27:27,142,68
2017-01-01 09:34:14,2017-01-01 09:38:07,237,163
2017-01-01 09:40:49,2017-01-01 09:43:07,48,163
2018-01-01 09:37:56,2018-01-01 09:41:37,237,140
2015-01-01 09:50:22,2015-01-01 10:01:17,231,170
2015-01-01 09:15:04,2015-01-01 09:16:41,68,234
2015-01-01 09:58:53,2015-01-01 10:07:04,239,140
2015-01-01 09:53:15,2015-01-01 10:04:55,236,186
2015-01-01 09:22:30,2015-01-01 09:24:08,68,48
2016-01-01 09:14:20,2016-01-01 09:19:43,48,186
2016-01-01 09:46:57,2016-01-01 09:55:13,140,161
2016-01-01 09:07:18,2016-01-01 09:18:13,142,43
2015-01-01 09:14:36,2015-01-01 09:17:43,170,186
2016-01-01 09:33:29,2016-01-01 09:45:22,74,239
2015-01-01 09:08:14,2015-01-01 09:15:56,79,231
2015-01-01 09:33:22,2015-01-01 09:41:52,231,88
2017-01-01 09:54:45,2017-01-01 09:58:36,239,142
2015-01-01 09:25:46,2015-01-01 09:31:04,43,41
2015-01-01 09:59:59,2015-01-01 10:02:52,239,236
2019-01-01 09:52:14,2019-01-01 09:56:40,142,236
2017-01-01 09:19:37,2017-01-01 09:28:58,43,74
2017-01-01 09:18:55,2017-01-01 09:23:16,48,186
2016-01-01 09:39:22,2016-01-01 09:42:53,48,163
2017-01-01 09:15:27,2017-01-01 09:28:26,239,186
2017-01-01 09:07:35,2017-01-01 09:10:57,48,239
2016-01-01 09:11:00,2016-01-01 09:16:32,186,68
2015-01-01 09:57:09,2015-01-01 09:59:50,48,186
2019-01-01 09:42:04,2019-01-01 09:46:53,244,243
2016-01-01 09:24:12,2016-01-01 09:31:44,161,142
2019-01-01 09:50:05,2019-01-01 09:58:25,74,236
2015-01-01 09:46:32,2015-01-01 10:05:49,163,88
2019-01-01 09:04:57,2019-01-01 09:07:30,186,161
2015-01-01 09:34:22,2015-01-01 09:37:58,50,48
2015-01-01 09:51:48,2015-01-01 10:00:15,239,161
2017-01-01 09:26:08,2017-01-01 09:34:11,236,74
2018-01-01 09:23:50,2018-01-01 09:34:08,140,142
2015-01-01 09:08:52,2015-01-01 09:17:17,170,68
2018-01-01 09:23:46,2018-01-01 09:34:53,113,142
2015-01-01 09:44:27,2015-01-01 09:46:59,48,50
2015-01-01 09:36:02,2015-01-01 09:47:50,237,50
2017-01-01 09:09:07,2017-01-01 09:14:41,161,186
2017-01-01 09:27:14,2017-01-01 09:30:20,163,186
2016-01-01 09:59:32,2016-01-01 10:08:50,41,236
2016-01-01 09:14:54,2016-01-01 09:23:21,41,237
2015-01-01 09:05:14,2015-01-01 09:08:13,170,48
2016-01-01 09:47:16,2016-01-01 09:52:23,186,161
2017-01-01 09:47:09,2017-01-01 09:55:55,236,161
2017-01-01 09:26:36,2017-01-01 09:31:31,170,186
2015-01-01 09:27:36,2015-01-01 09:44:46,140,244
2016-01-01 09:05:27,2016-01-01 09:10:11,142,237
2016-01-01 09:04:18,2016-01-01 09:08:03,237,239
2016-01-01 09:25:35,2016-01-01 09:32:25,234,237
2015-01-01 09:46:32,2015-01-01 09:52:54,170,186
2015-01-01 09:04:20,2015-01-01 09:11:52,234,79
2016-01-01 09:32:47,2016-01-01 09:37:00,170,48
2017-01-01 09:23:26,2017-01-01 09:28:41,113,79
2016-01-01 09:17:05,2016-01-01 09:27:14,74,163
2016-01-01 09:47:13,2016-01-01 09:50:25,113,186
2015-01-01 09:26:19,2015-01-01 09:36:22,48,236
2017-01-01 09:04:30,2017-01-01 09:11:38,142,186
2019-01-01 09:54:35,2019-01-01 10:00:09,236,239
2015-01-01 09:46:10,2015-01-01 09:58:48,161,231
2015-01-01 09:00:18,2015-01-01 09:04:04,237,140
2015-01-01 09:17:53,2015-01-01 09:22:13,68,170
2017-01-01 09:34:26,2017-01-01 09:42:15,161,163
2016-01-01 09:10:19,2016-01-01 09:15:51,234,186
2015-01-01 09:43:36,2015-01-01 09:47:38,41,74
2017-01-01 09:47:26,2017-01-01 09:51:54,50,163
2015-01-01 09:00:40,2015-01-01 09:13:32,79,161
2018-01-01 09:05:09,2018-01-01 09:16:00,237,48
2016-01-01 09:48:10,2016-01-01 09:51:26,79,234
2017-01-01 09:52:24,2017-01-01 10:07:42,186,232
2015-01-01 09:31:33,2015-01-01 09:35:03,48,161
2015-01-01 09:18:37,2015-01-01 09:31:23,68,43
2019-01-01 09:07:31,2019-01-01 09:14:04,239,237
2019-01-01 09:36:09,2019-01-01 09:38:10,48,163
2017-01-01 09:24:31,2017-01-01 09:38:27,244,142
2019-01-01 09:23:05,2019-01-01 09:28:39,142,239
2018-01-01 09:26:30,2018-01-01 09:36:01,43,239
2016-01-01 09:30:28,2016-01-01 09:34:31,50,48
2017-01-01 09:58:21,2017-01-01 10:07:54,41,244
2017-01-01 09:19:43,2017-01-01 09:24:04,161,163
2018-01-01 09:29:09,2018-01-01 09:31:19,140,237
2016-01-01 09:08:01,2016-01-01 09:10:50,239,142
2018-01-01 09:55:15,2018-01-01 10:00:08,186,50
2017-01-01 09:07:44,2017-01-01 09:19:18,79,186
2019-01-01 09:46:41,2019-01-01 09:49:08,48,50
2016-01-01 09:55:00,2016-01-01 09:57:20,163,161
2015-01-01 09:47:16,2015-01-01 09:51:58,79,234
2015-01-01 09:44:54,2015-01-01 09:48:35,142,163
2017-01-01 09:52:23,2017-01-01 09:57:19,142,43
2017-01-01 09:28:20,2017-01-01 09:33:03,239,50
2015-01-01 09:17:35,2015-01-01 09:21:45,79,231
2015-01-01 09:31:39,2015-01-01 09:35:10,170,161
2018-01-01 09:13:41,2018-01-01 09:17:59,50,43
2015-01-01 09:57:34,2015-01-01 10:05:45,140,186
2015-01-01 09:51:02,2015-01-01 09:53:27,170,234
2016-01-01 09:59:09,2016-01-01 10:04:00,68,186
2018-01-01 09:32:11,2018-01-01 09:38:33,161,48
2018-01-01 09:37:24,2018-01-01 09:39:56,170,161
2015-01-01 09:25:20,2015-01-01 09:30:26,231,88
2015-01-01 09:41:58,2015-01-01 09:45:32,234,161
2015-01-01 09:13:28,2015-01-01 09:17:07,170,161
2015-01-01 09:49:21,2015-01-01 10:05:22,163,88
2015-01-01 09:39:40,2015-01-01 09:58:26,232,50
2019-01-01 09:29:29,2019-01-01 09:31:38,237,236
2016-01-01 09:46:58,2016-01-01 09:50:29,68,186
2015-01-01 09:08:29,2015-01-01 09:19:13,113,170
2016-01-01 09:15:29,2016-01-01 09:28:53,163,161
2016-01-01 09:58:34,2016-01-01 10:12:31,161,12
2017-01-01 09:08:52,2017-01-01 09:13:37,163,236
2017-01-01 09:37:43,2017-01-01 09:43:07,113,234
2019-01-01 09:07:54,2019-01-01 09:19:26,161,88
2019-01-01 09:14:47,2019-01-01 09:21:50,234,48
2017-01-01 09:08:43,2017-01-01 09:28:06,244,79
2016-01-01 09:45:00,2016-01-01 09:48:58,236,237
2015-01-01 09:44:59,2015-01-01 09:52:05,236,140
2015-01-01 09:30:40,2015-01-01 09:42:22,239,243
2018-01-01 09:44:50,2018-01-01 09:53:57,41,142
2017-01-01 09:31:22,2017-01-01 09:44:25,237,234
2019-01-01 09:25:03,2019-01-01 09:28:38,50,186
2018-01-01 09:09:43,2018-01-01 09:21:27,170,142
2015-01-01 09:18:06,2015-01-01 09:24:19,186,50
2019-01-01 09:16:41,2019-01-01 09:23:08,170,79
2019-01-01 09:01:53,2019-01-01 09:20:45,142,68
2016-01-01 09:18:11,2016-01-01 09:25:18,231,79
2018-01-01 09:23:20,2018-01-01 09:32:08,113,79
2016-01-01 09:03:18,2016-01-01 09:09:58,186,48
2018-01-01 09:16:03,2018-01-01 09:25:06,161,163
2017-01-01 09:09:53,2017-01-01 09:16:49,142,186
2019-01-01 09:44:32,2019-01-01 09:58:13,170,239
2016-01-01 09:14:04,2016-01-01 09:23:58,239,48
2019-01-01 09:49:12,2019-01-01 09:56:32,68,170
2018-01-01 09:29:50,2018-01-01 09:33:29,244,243
2018-01-01 09:58:13,2018-01-01 10:03:51,163,170
2016-01-01 09:54:51,2016-01-01 09:56:34,48,68
2017-01-01 09:20:58,2017-01-01 09:29:28,50,244
2015-01-01 09:46:13,2015-01-01 09:50:37,41,74
2017-01-01 09:33:54,2017-01-01 09:41:14,48,239
2015-01-01 09:36:50,2015-01-01 09:49:01,239,74
2017-01-01 09:14:21,2017-01-01 09:22:07,41,239
2015-01-01 09:02:54,2015-01-01 09:09:00,48,186
2016-01-01 09:35:52,2016-01-01 09:40:38,231,113
2016-01-01 09:54:08,2016-01-01 09:58:30,237,43
2015-01-01 09:22:05,2015-01-01 09:27:16,79,170
2019-01-01 09:54:37,2019-01-01 10:04:11,79,186
2016-01-01 09:28:36,2016-01-01 09:35:23,142,161
2019-01-01 09:09:24,2019-01-01 09:27:24,244,41
2019-01-01 09:09:10,2019-01-01 09:17:51,239,48
2016-01-01 09:22:50,2016-01-01 09:26:41,234,186
2018-01-01 09:01:30,2018-01-01 09:11:33,236,161
2015-01-01 09:45:45,2015-01-01 09:49:46,234,186
2017-01-01 09:36:54,2017-01-01 09:41:45,48,68
2016-01-01 09:08:14,2016-01-01 09:22:06,170,50
2019-01-01 09:56:34,2019-01-01 10:02:49,163,186
2017-01-01 09:47:29,2017-01-01 09:54:21,74,41
2016-01-01 09:57:24,2016-01-01 10:03:29,239,236
2015-01-01 09:08:04,2015-01-01 09:12:27,163,170
2018-01-01 09:56:21,2018-01-01 10:03:38,140,170
2016-01-01 09:11:46,2016-01-01 09:15:03,48,186
2017-01-01 09:58:24,2017-01-01 10:00:35,140,236
2016-01-01 09:24:18,2016-01-01 09:30:29,236,161
2016-01-01 09:15:51,2016-01-01 09:20:43,140,236
2015-01-01 09:23:36,2015-01-01 09:33:40,239,68
2018-01-01 09:28:54,2018-01-01 09:30:24,239,142
2016-01-01 09:16:50,2016-01-01 09:29:08,234,236
2019-01-01 09:13:38,2019-01-01 09:29:25,163,12
2019-01-01 09:22:10,2019-01-01 09:27:01,161,186
2019-01-01 09:51:58,2019-01-01 09:56:54,170,186
2015-01-01 09:19:15,2015-01-01 09:22:37,43,236
2019-01-01 09:33:02,2019-01-01 09:36:07,48,68
2018-01-01 09:37:29,2018-01-01 09:43:59,142,186
2019-01-01 09:35:48,2019-01-01 09:42:33,237,142
2017-01-01 09:56:38,2017-01-01 10:08:40,186,239
2015-01-01 09:42:41,2015-01-01 09:49:08,79,186
2016-01-01 09:22:05,2016-01-01 09:26:44,163,43
2015-01-01 09:29:04,2015-01-01 09:36:12,234,48
2018-01-01 09:55:42,2018-01-01 10:02:21,48,239
2015-01-01 09:22:29,2015-01-01 09:26:42,113,186
2015-01-01 09:15:24,2015-01-01 09:20:59,74,41
2017-01-01 09:25:45,2017-01-01 09:38:28,142,140
2018-01-01 09:54:59,2018-01-01 10:11:35,239,231
2015-01-01 09:48:11,2015-01-01 10:02:18,243,43
2015-01-01 09:58:23,2015-01-01 10:09:29,237,186
2016-01-01 09:53:59,2016-01-01 10:02:18,142,186
2016-01-01 09:38:58,2016-01-01 09:43:55,163,142
2017-01-01 09:10:36,2017-01-01 09:17:34,68,239
2019-01-01 09:09:45,2019-01-01 09:14:27,43,239
2016-01-01 09:34:39,2016-01-01 09:40:45,68,50
2018-01-01 09:44:25,2018-01-01 09:48:10,236,239
2015-01-01 09:06:30,2015-01-01 09:08:05,163,43
2017-01-01 09:10:55,2017-01-01 09:17:51,239,237
2016-01-01 09:44:34,2016-01-01 09:47:25,186,48
2019-01-01 09:41:26,2019-01-01 10:01:09,43,231
2015-01-01 09:03:41,2015-01-01 09:09:54,79,161
2017-01-01 09:30:09,2017-01-01 09:37:00,236,237
2018-01-01 09:11:19,2018-01-01 09:21:16,140,170
2016-01-01 09:15:44,2016-01-01 09:20:57,239,142
2016-01-01 09:57:27,2016-01-01 10:03:18,43,161
2015-01-01 09:45:27,2015-01-01 10:01:00,163,88
2016-01-01 09:27:41,2016-01-01 09:39:22,244,48
2015-01-01 09:39:03,2015-01-01 09:43:42,161,43
2016-01-01 09:46:19,2016-01-01 09:58:11,50,237
2015-01-01 09:30:58,2015-01-01 09:38:15,161,43
2016-01-01 09:47:59,2016-01-01 09:53:17,186,161
2015-01-01 09:19:23,2015-01-01 09:22:27,236,140
2018-01-01 09:47:06,2018-01-01 09:51:10,237,142
2016-01-01 09:02:35,2016-01-01 09:11:36,50,163
2015-01-01 09:29:29,2015-01-01 09:36:34,163,68
2019-01-01 09:24:53,2019-01-01 09:30:06,237,140
2017-01-01 09:59:06,2017-01-01 10:02:49,231,234
2019-01-01 09:05:53,2019-01-01 09:10:25,43,239
2017-01-01 09:05:57,2017-01-01 09:18:49,234,88
2015-01-01 09:02:16,2015-01-01 09:04:54,163,161
2017-01-01 09:19:38,2017-01-01 09:22:11,163,237
2018-01-01 09:43:22,2018-01-01 09:48:05,186,234
2018-01-01 09:42:23,2018-01-01 09:47:49,161,163
2016-01-01 09:36:37,2016-01-01 09:51:33,48,88
2017-01-01 09:24:47,2017-01-01 09:29:45,234,186
2019-01-01 09:07:14,2019-01-01 09:16:23,43,239
2017-01-01 09:50:24,2017-01-01 10:02:46,236,186
2015-01-01 09:36:21,2015-01-01 09:46:33,163,231
2019-01-01 09:16:59,2019-01-01 09:27:24,50,43
2017-01-01 09:59:32,2017-01-01 10:09:42,43,48
2015-01-01 09:29:49,2015-01-01 09:37:08,142,236
2016-01-01 09:23:20,2016-01-01 09:26:05,234,113
2015-01-01 09:04:19,2015-01-01 09:14:19,161,186
2015-01-01 09:21:11,2015-01-01 09:27:47,237,239
2019-01-01 09:16:14,2019-01-01 09:24:25,142,186
2015-01-01 09:45:30,2015-01-01 09:49:29,48,142
2019-01-01 09:28:55,2019-01-01 09:32:16,88,231
2016-01-01 09:03:45,2016-01-01 09:17:57,237,244
2018-01-01 09:45:12,2018-01-01 09:49:37,161,48
2017-01-01 09:26:00,2017-01-01 09:34:45,113,161
2018-01-01 09:52:50,2018-01-01 09:56:14,142,43
2016-01-01 09:24:15,2016-01-01 09:29:29,48,239
2015-01-01 09:47:46,2015-01-01 09:53:59,161,186
2016-01-01 09:30:24,2016-01-01 09:37:27,79,231
2018-01-01 09:39:00,2018-01-01 09:43:51,170,234
2015-01-01 09:30:59,2015-01-01 10:03:40,48,50
2019-01-01 09:47:22,2019-01-01 09:50:50,43,163
2017-01-01 09:45:31,2017-01-01 09:51:41,237,236
2017-01-01 09:28:39,2017-01-01 09:30:27,170,161
2016-01-01 09:10:09,2016-01-01 09:16:07,48,142
2015-01-01 09:35:16,2015-01-01 09:42:43,236,161
2015-01-01 09:57:43,2015-01-01 10:04:21,142,186
2019-01-01 09:38:40,2019-01-01 09:47:24,186,163
2019-01-01 09:32:25,2019-01-01 09:36:20,239,142
2016-01-01 09:21:42,2016-01-01 09:36:52,239,231
2015-01-01 09:22:20,2015-01-01 09:33:41,239,186
2016-01-01 09:40:02,2016-01-01 09:45:18,140,236
2016-01-01 09:57:15,2016-01-01 10:08:37,237,48
2017-01-01 09:58:27,2017-01-01 10:03:02,140,237
2016-01-01 09:28:25,2016-01-01 09:36:28,170,50
2017-01-01 09:36:55,2017-01-01 09:46:08,79,161
2015-01-01 09:26:45,2015-01-01 09:30:35,140,237
2017-01-01 09:27:10,2017-01-01 09:40:23,48,50
2016-01-01 09:46:45,2016-01-01 09:48:19,68,186
2015-01-01 09:23:44,2015-01-01 09:31:09,186,161
2018-01-01 09:26:27,2018-01-01 09:41:08,239,234
2018-01-01 09:15:46,2018-01-01 09:20:51,79,161
2016-01-01 09:52:22,2016-01-01 09:59:18,142,186
2019-01-01 09:04:59,2019-01-01 09:11:37,236,239
2015-01-01 09:26:06,2015-01-01 09:28:03,74,41
2017-01-01 09:18:24,2017-01-01 09:27:35,239,140
2017-01-01 09:12:46,2017-01-01 09:24:36,48,12
2019-01-01 09:14:03,2019-01-01 09:20:34,161,237
2015-01-01 09:29:54,2015-01-01 09:34:54,142,161
2019-01-01 09:16:05,2019-01-01 09:19:54,43,239
2019-01-01 09:35:51,2019-01-01 09:38:35,142,163
2017-01-01 09:28:40,2017-01-01 09:35:48,236,239
2016-01-01 09:17:29,2016-01-01 09:20:52,236,43
2016-01-01 09:21:32,2016-01-01 09:27:22,48,163
2015-01-01 09:50:18,2015-01-01 09:56:52,239,43
2018-01-01 09:49:32,2018-01-01 10:00:03,48,231
2019-01-01 09:29:20,2019-01-01 09:41:34,41,237
2016-01-01 09:31:03,2016-01-01 09:42:08,170,74
2019-01-01 09:48:17,2019-01-01 09:54:41,161,186
2015-01-01 09:49:23,2015-01-01 09:53:47,43,186
2015-01-01 09:07:38,2015-01-01 09:14:07,186,163
2015-01-01 09:46:09,2015-01-01 09:48:58,48,163
2017-01-01 09:40:56,2017-01-01 09:48:52,43,48
2019-01-01 09:50:46,2019-01-01 09:55:15,113,161
2015-01-01 09:49:17,2015-01-01 09:59:53,68,163
2016-01-01 09:10:06,2016-01-01 09:19:59,231,48
2015-01-01 09:29:04,2015-01-01 09:35:54,79,186
2015-01-01 09:05:46,2015-01-01 09:10:20,163,50
2015-01-01 09:18:31,2015-01-01 09:26:40,239,186
2019-01-01 09:58:46,2019-01-01 10:02:37,48,234
2016-01-01 09:24:15,2016-01-01 09:31:03,41,239
2016-01-01 09:57:09,2016-01-01 10:03:23,48,161
2017-01-01 09:57:17,2017-01-01 10:03:04,74,237
2015-01-01 09:53:00,2015-01-01 10:06:53,243,41
2016-01-01 09:17:41,2016-01-01 09:27:30,79,48
2016-01-01 09:42:13,2016-01-01 09:52:13,79,186
2015-01-01 09:38:51,2015-01-01 09:52:14,50,170
2016-01-01 09:14:09,2016-01-01 09:20:33,68,161
2017-01-01 09:27:38,2017-01-01 09:33:42,163,140
2016-01-01 09:05:27,2016-01-01 09:10:52,43,234
2018-01-01 09:02:20,2018-01-01 09:06:34,236,239
2018-01-01 09:56:58,2018-01-01 10:06:59,50,113
2018-01-01 09:43:21,2018-01-01 09:46:36,237,43
2019-01-01 09:19:46,2019-01-01 09:26:42,239,48
2018-01-01 09:34:41,2018-01-01 09:43:17,48,237
2016-01-01 09:43:31,2016-01-01 09:50:22,170,68
2015-01-01 09:47:12,2015-01-01 09:57:39,88,79
2015-01-01 09:43:20,2015-01-01 09:59:14,79,74
2015-01-01 09:00:29,2015-01-01 09:18:12,161,12
2015-01-01 09:26:12,2015-01-01 09:31:18,50,142
2018-01-01 09:33:59,2018-01-01 09:42:20,244,239
2017-01-01 09:40:43,2017-01-01 09:44:14,68,186
2016-01-01 09:55:12,2016-01-01 10:11:05,236,68
2016-01-01 09:08:57,2016-01-01 09:11:03,239,142
2017-01-01 09:17:11,2017-01-01 09:23:41,48,170
2019-01-01 09:30:00,2019-01-01 09:37:14,161,142
2017-01-01 09:24:56,2017-01-01 09:28:04,239,142
2017-01-01 09:44:41,2017-01-01 09:52:15,79,186
2019-01-01 09:02:53,2019-01-01 09:11:51,161,186
2017-01-01 09:26:55,2017-01-01 09:32:08,74,41
2017-01-01 09:53:12,2017-01-01 09:58:42,48,237
2016-01-01 09:40:39,2016-01-01 09:55:13,161,88
2019-01-01 09:59:40,2019-01-01 10:09:31,79,186
2019-01-01 09:03:24,2019-01-01 09:06:59,48,142
2016-01-01 09:27:16,2016-01-01 09:33:55,74,41
2015-01-01 09:53:48,2015-01-01 10:00:20,140,237
2018-01-01 09:28:15,2018-01-01 09:41:59,50,170
2017-01-01 09:29:34,2017-01-01 09:33:43,170,113
2015-01-01 09:44:55,2015-01-01 10:01:46,41,48
2015-01-01 09:23:32,2015-01-01 09:27:33,186,234
2017-01-01 09:04:58,2017-01-01 09:12:53,231,68
2015-01-01 09:23:45,2015-01-01 09:35:38,232,186
2018-01-01 09:42:42,2018-01-01 09:47:30,48,68
2016-01-01 09:04:23,2016-01-01 09:10:00,142,163
2016-01-01 09:19:08,2016-01-01 09:31:00,236,186
2015-01-01 09:16:06,2015-01-01 09:28:48,231,142
2015-01-01 09:46:02,2015-01-01 09:55:24,239,186
