starting_time,ending_time,starting_point,ending_point
2015-01-01 15:18:16,2015-01-01 15:31:40,113,161
2018-01-01 15:23:26,2018-01-01 15:37:13,48,244
2018-01-01 15:37:27,2018-01-01 15:47:24,170,43
2016-01-01 15:12:14,2016-01-01 15:16:44,161,237
2016-01-01 15:57:11,2016-01-01 16:02:54,237,161
2018-01-01 15:23:42,2018-01-01 15:27:20,237,236
2017-01-01 15:01:07,2017-01-01 15:21:47,231,161
2019-01-01 15:52:47,2019-01-01 16:00:46,231,232
2015-01-01 15:52:29,2015-01-01 15:56:00,142,239
2015-01-01 15:27:08,2015-01-01 15:36:12,43,237
2015-01-01 15:36:39,2015-01-01 15:39:42,236,239
2018-01-01 15:08:01,2018-01-01 15:11:14,163,161
2018-01-01 15:29:29,2018-01-01 15:36:11,163,186
2017-01-01 15:00:39,2017-01-01 15:13:06,41,236
2016-01-01 15:39:40,2016-01-01 15:49:18,68,79
2016-01-01 15:14:00,2016-01-01 15:19:59,79,232
2015-01-01 15:32:58,2015-01-01 15:46:42,68,237
2016-01-01 15:50:33,2016-01-01 15:57:54,161,237
2015-01-01 15:44:49,2015-01-01 15:53:55,161,239
2019-01-01 15:28:49,2019-01-01 15:37:07,236,142
2018-01-01 15:40:27,2018-01-01 15:48:15,236,142
2015-01-01 15:03:55,2015-01-01 15:17:42,186,79
2019-01-01 15:07:48,2019-01-01 15:12:14,41,74
2015-01-01 15:40:41,2015-01-01 15:47:17,163,161
2017-01-01 15:42:29,2017-01-01 15:58:47,43,79
2019-01-01 15:51:38,2019-01-01 15:58:15,186,234
2016-01-01 15:56:51,2016-01-01 16:02:11,79,234
2017-01-01 15:02:55,2017-01-01 15:09:14,140,236
2018-01-01 15:44:56,2018-01-01 15:53:21,234,237
2017-01-01 15:11:54,2017-01-01 15:17:03,68,48
2015-01-01 15:16:29,2015-01-01 15:25:57,170,48
2015-01-01 15:08:27,2015-01-01 15:12:23,161,142
2016-01-01 15:51:00,2016-01-01 15:58:16,113,231
2018-01-01 15:56:44,2018-01-01 16:04:41,236,140
2015-01-01 15:39:12,2015-01-01 15:43:47,113,79
2015-01-01 15:20:15,2015-01-01 15:23:28,43,239
2015-01-01 15:00:13,2015-01-01 15:04:55,48,68
2017-01-01 15:55:20,2017-01-01 16:05:30,142,186
2019-01-01 15:53:11,2019-01-01 16:03:31,68,79
2016-01-01 15:39:03,2016-01-01 15:43:34,142,239
2018-01-01 15:01:27,2018-01-01 15:04:19,237,236
2018-01-01 15:15:32,2018-01-01 15:21:25,161,234
2015-01-01 15:23:45,2015-01-01 15:28:15,48,68
2015-01-01 15:41:30,2015-01-01 15:47:26,234,186
2016-01-01 15:39:49,2016-01-01 15:43:04,186,68
2015-01-01 15:53:52,2015-01-01 15:57:20,186,113
2016-01-01 15:30:29,2016-01-01 15:39:49,237,161
2016-01-01 15:14:32,2016-01-01 15:29:20,236,79
2019-01-01 15:18:15,2019-01-01 15:42:15,163,231
2019-01-01 15:54:43,2019-01-01 16:05:41,142,74
2016-01-01 15:24:01,2016-01-01 15:27:28,161,237
2016-01-01 15:17:12,2016-01-01 15:19:03,237,236
2017-01-01 15:27:23,2017-01-01 15:40:07,41,239
2019-01-01 15:38:58,2019-01-01 15:44:12,170,68
2015-01-01 15:03:52,2015-01-01 15:10:29,43,170
2018-01-01 15:47:10,2018-01-01 15:49:19,237,236
2015-01-01 15:27:46,2015-01-01 15:38:17,79,186
2019-01-01 15:42:13,2019-01-01 15:49:30,113,79
2018-01-01 15:33:07,2018-01-01 15:44:38,239,161
2015-01-01 15:30:57,2015-01-01 15:33:44,48,142
2017-01-01 15:45:01,2017-01-01 15:49:21,237,236
2016-01-01 15:05:51,2016-01-01 15:15:25,140,142
2015-01-01 15:47:38,2015-01-01 16:00:01,142,41
2015-01-01 15:59:48,2015-01-01 16:10:10,163,68
2017-01-01 15:57:23,2017-01-01 16:07:07,68,170
2017-01-01 15:50:26,2017-01-01 16:16:49,48,186
2016-01-01 15:56:33,2016-01-01 16:07:03,236,161
2016-01-01 15:41:08,2016-01-01 15:55:01,231,48
2017-01-01 15:39:21,2017-01-01 15:55:13,43,161
2015-01-01 15:51:44,2015-01-01 15:59:53,142,237
2015-01-01 15:05:33,2015-01-01 15:10:44,170,161
2016-01-01 15:59:41,2016-01-01 16:01:35,237,236
2017-01-01 15:47:34,2017-01-01 15:55:24,236,237
2016-01-01 15:39:03,2016-01-01 15:44:43,237,140
2016-01-01 15:34:28,2016-01-01 15:44:24,161,234
2016-01-01 15:29:00,2016-01-01 15:32:54,234,186
2017-01-01 15:59:57,2017-01-01 16:10:30,237,142
2018-01-01 15:29:02,2018-01-01 15:32:33,234,170
2017-01-01 15:24:28,2017-01-01 15:38:09,48,236
2017-01-01 15:42:54,2017-01-01 16:00:44,231,170
2015-01-01 15:46:00,2015-01-01 15:57:03,79,68
2016-01-01 15:09:07,2016-01-01 15:16:51,239,236
2016-01-01 15:39:50,2016-01-01 15:52:58,50,41
2016-01-01 15:44:17,2016-01-01 15:47:51,237,236
2019-01-01 15:07:32,2019-01-01 15:14:32,161,234
2015-01-01 15:42:25,2015-01-01 15:48:40,186,48
2016-01-01 15:26:04,2016-01-01 15:42:35,48,140
2016-01-01 15:27:47,2016-01-01 15:30:37,186,234
2016-01-01 15:42:46,2016-01-01 15:48:40,48,163
2019-01-01 15:02:49,2019-01-01 15:08:11,43,163
2015-01-01 15:39:01,2015-01-01 15:52:37,239,163
2015-01-01 15:27:55,2015-01-01 15:36:16,170,237
2018-01-01 15:00:48,2018-01-01 15:08:21,68,43
2019-01-01 15:43:43,2019-01-01 15:59:28,186,239
2016-01-01 15:18:48,2016-01-01 15:22:34,142,48
2016-01-01 15:47:45,2016-01-01 16:00:24,234,237
2017-01-01 15:09:25,2017-01-01 15:27:31,74,48
2017-01-01 15:18:39,2017-01-01 15:26:30,239,48
2015-01-01 15:52:44,2015-01-01 16:00:14,50,239
2016-01-01 15:05:45,2016-01-01 15:08:33,50,48
2016-01-01 15:35:41,2016-01-01 15:44:36,236,142
2016-01-01 15:43:07,2016-01-01 15:56:24,163,186
2019-01-01 15:27:55,2019-01-01 15:35:52,186,163
2018-01-01 15:49:16,2018-01-01 15:58:20,142,161
2015-01-01 15:50:46,2015-01-01 15:55:34,140,236
2016-01-01 15:42:13,2016-01-01 15:45:04,237,236
2017-01-01 15:30:10,2017-01-01 15:36:09,170,79
2017-01-01 15:37:49,2017-01-01 15:48:39,236,163
2017-01-01 15:45:29,2017-01-01 15:56:36,186,239
2015-01-01 15:58:31,2015-01-01 16:14:09,74,48
2015-01-01 15:50:43,2015-01-01 16:04:07,142,140
2019-01-01 15:01:47,2019-01-01 15:03:55,237,236
2016-01-01 15:16:03,2016-01-01 15:22:36,48,142
2018-01-01 15:32:30,2018-01-01 15:37:24,161,186
2015-01-01 15:13:04,2015-01-01 15:19:00,239,48
2016-01-01 15:30:16,2016-01-01 15:43:38,161,68
2017-01-01 15:33:01,2017-01-01 15:43:04,170,68
2018-01-01 15:17:40,2018-01-01 15:28:22,68,170
2018-01-01 15:45:52,2018-01-01 16:09:43,244,239
2015-01-01 15:26:25,2015-01-01 15:34:40,163,239
2017-01-01 15:01:10,2017-01-01 15:08:46,68,163
2016-01-01 15:51:00,2016-01-01 16:07:37,236,161
2017-01-01 15:59:34,2017-01-01 16:04:02,237,236
2017-01-01 15:39:32,2017-01-01 15:46:05,43,236
2015-01-01 15:49:53,2015-01-01 15:59:43,170,68
2015-01-01 15:39:56,2015-01-01 15:44:09,79,234
2015-01-01 15:54:13,2015-01-01 16:05:05,68,239
2018-01-01 15:26:37,2018-01-01 15:46:33,163,231
2018-01-01 15:56:32,2018-01-01 16:08:46,142,113
2017-01-01 15:08:29,2017-01-01 15:11:54,68,186
2015-01-01 15:08:50,2015-01-01 15:18:44,239,163
2015-01-01 15:22:59,2015-01-01 15:31:56,50,234
2019-01-01 15:30:41,2019-01-01 15:42:14,74,140
2015-01-01 15:34:12,2015-01-01 15:45:48,161,68
2018-01-01 15:18:12,2018-01-01 15:36:59,68,236
2015-01-01 15:14:24,2015-01-01 15:22:46,236,142
2015-01-01 15:05:04,2015-01-01 15:19:30,88,68
2016-01-01 15:04:41,2016-01-01 15:12:36,113,170
2016-01-01 15:32:04,2016-01-01 15:38:20,170,234
2019-01-01 15:06:01,2019-01-01 15:38:16,142,79
2017-01-01 15:19:04,2017-01-01 15:23:28,237,239
2017-01-01 15:15:11,2017-01-01 15:22:19,161,234
2018-01-01 15:30:28,2018-01-01 15:39:58,236,142
2017-01-01 15:01:12,2017-01-01 15:22:54,231,43
2017-01-01 15:39:27,2017-01-01 15:44:04,234,170
2015-01-01 15:54:27,2015-01-01 15:55:29,142,48
2016-01-01 15:32:40,2016-01-01 15:36:15,237,236
2015-01-01 15:25:20,2015-01-01 15:32:50,113,231
2018-01-01 15:48:52,2018-01-01 15:51:35,237,236
2018-01-01 15:40:27,2018-01-01 15:46:14,48,186
2018-01-01 15:04:06,2018-01-01 15:08:30,163,48
2016-01-01 15:13:57,2016-01-01 15:16:40,68,186
2018-01-01 15:01:26,2018-01-01 15:10:38,236,161
2017-01-01 15:38:09,2017-01-01 15:47:13,161,237
2015-01-01 15:07:53,2015-01-01 15:11:11,163,142
2017-01-01 15:33:10,2017-01-01 15:52:22,231,163
2018-01-01 15:42:49,2018-01-01 15:54:10,161,74
2019-01-01 15:45:38,2019-01-01 16:01:08,163,170
2017-01-01 15:50:01,2017-01-01 15:52:18,43,239
2018-01-01 15:55:29,2018-01-01 16:03:00,236,140
2017-01-01 15:02:13,2017-01-01 15:09:52,186,170
2019-01-01 15:50:49,2019-01-01 16:04:18,68,170
2018-01-01 15:05:37,2018-01-01 15:12:15,142,161
2018-01-01 15:49:05,2018-01-01 15:54:47,170,234
2015-01-01 15:30:00,2015-01-01 15:36:34,163,140
